chr	start	end	strand	symbol	id
3	84556890	84557787	-	Gm38241	ENSMUSG00000103741
5	12092020	12099441	-	Gm38242	ENSMUSG00000103740
1	21838948	21840514	-	Gm38243	ENSMUSG00000103748
3	106478283	106480868	+	Gm38244	ENSMUSG00000104350
1	189913339	189915959	-	Gm38245	ENSMUSG00000103467
3	51103660	51105170	+	Gm38246	ENSMUSG00000103464
3	51636496	51636928	-	Gm38247	ENSMUSG00000104166
1	127978905	127984687	-	Gm38248	ENSMUSG00000104164
1	16208197	16210517	-	Gm38249	ENSMUSG00000104165
8	105566324	105578109	+	Gm38250	ENSMUSG00000104168
1	184923136	184942500	+	Gm38251	ENSMUSG00000102784
3	51884276	51886891	-	Gm38252	ENSMUSG00000102786
3	106725599	106730276	+	Gm38253	ENSMUSG00000102780
9	77302067	77303075	-	Gm38254	ENSMUSG00000102783
1	110957831	110960826	-	Gm38255	ENSMUSG00000102788
1	157940385	158141318	+	Gm38256	ENSMUSG00000102789
2	15056713	15059473	+	Gm38257	ENSMUSG00000102258
3	30552697	30564243	-	Gm38258	ENSMUSG00000102256
1	8527780	8531313	-	Gm38259	ENSMUSG00000102253
1	25672245	25676239	-	Gm38260	ENSMUSG00000102250
3	49603561	49603876	+	Gm38261	ENSMUSG00000102731
1	131341302	131342683	-	Gm38262	ENSMUSG00000102733
1	123559383	123562441	-	Gm38263	ENSMUSG00000102902
1	5403547	5405578	+	Gm38264	ENSMUSG00000102907
1	77143227	77146992	-	Gm38265	ENSMUSG00000102904
1	140000549	140000969	+	Gm38266	ENSMUSG00000102905
1	186112181	186112373	-	Gm38268	ENSMUSG00000103056
1	145323394	145326691	-	Gm38269	ENSMUSG00000103055
8	75595779	75596185	-	Gm38270	ENSMUSG00000103054
3	106589260	106590862	+	Gm38271	ENSMUSG00000103053
1	70310512	70312911	-	Gm38272	ENSMUSG00000103052
2	14735546	14737927	-	Gm38273	ENSMUSG00000103050
3	42362630	42362777	-	Gm38274	ENSMUSG00000104089
19	11582826	11584357	-	Gm38275	ENSMUSG00000104088
6	40889528	40890870	-	Gm38276	ENSMUSG00000104084
1	90227160	90228526	-	Gm38277	ENSMUSG00000104087
1	61702527	61703891	+	Gm38278	ENSMUSG00000104081
9	83174647	83175777	-	Gm38279	ENSMUSG00000104080
3	60737628	60737785	-	Gm38280	ENSMUSG00000104337
10	114350474	114350788	+	Gm38281	ENSMUSG00000104335
15	6996037	7002508	+	Gm38282	ENSMUSG00000104334
1	121300137	121300831	-	Gm38283	ENSMUSG00000104332
1	147515726	147520264	+	Gm38284	ENSMUSG00000104331
7	36695438	36696359	+	Gm38285	ENSMUSG00000104330
1	25345978	25349082	-	Gm38286	ENSMUSG00000103214
2	25180781	25183339	-	Gm38287	ENSMUSG00000103217
3	59469671	59474095	-	Gm38288	ENSMUSG00000103211
10	120663252	120667017	-	Gm38289	ENSMUSG00000103213
10	80954454	80954710	-	Gm3828	ENSMUSG00000083808
Y	24091137	24091451	+	Gm38290	ENSMUSG00000103153
3	6611205	6611463	-	Gm38291	ENSMUSG00000103150
9	32477333	32480377	-	Gm38292	ENSMUSG00000103151
1	180763497	180768656	-	Gm38293	ENSMUSG00000103156
6	41026265	41026645	+	Gm38294	ENSMUSG00000103157
3	80194480	80194630	-	Gm38295	ENSMUSG00000103154
Y	24086389	24089731	+	Gm38296	ENSMUSG00000102239
9	100703213	100704269	+	Gm38297	ENSMUSG00000104272
3	6267783	6267900	-	Gm38298	ENSMUSG00000104270
2	32998527	33002315	-	Gm38299	ENSMUSG00000104277
13	65579040	65579658	-	Gm3829	ENSMUSG00000113118
X	127039972	127063986	+	Gm382	ENSMUSG00000062791
1	178339601	178341470	+	Gm38300	ENSMUSG00000104279
1	127406776	127407318	+	Gm38301	ENSMUSG00000103390
1	160604115	160606190	-	Gm38302	ENSMUSG00000103391
3	10321712	10335681	-	Gm38303	ENSMUSG00000103392
1	161969200	162027106	+	Gm38304	ENSMUSG00000103393
3	71465229	71465669	-	Gm38305	ENSMUSG00000103396
6	41406915	41407267	+	Gm38306	ENSMUSG00000103397
13	67451658	67453497	+	Gm38307	ENSMUSG00000103398
1	132943512	132945320	-	Gm38308	ENSMUSG00000102709
2	23492931	23494448	+	Gm38309	ENSMUSG00000102704
8	105164587	105170367	+	Gm3830	ENSMUSG00000099465
3	14330227	14330391	+	Gm38311	ENSMUSG00000102707
1	89097073	89098818	+	Gm38312	ENSMUSG00000102700
3	85195182	85196447	-	Gm38313	ENSMUSG00000102703
9	105727785	105728409	+	Gm38314	ENSMUSG00000102877
1	188160707	188163143	+	Gm38315	ENSMUSG00000103732
14	50950559	50952004	-	Gm38316	ENSMUSG00000103730
3	12975359	12975701	+	Gm38317	ENSMUSG00000103735
8	108867562	108869267	+	Gm38318	ENSMUSG00000102989
1	13641483	13642748	-	Gm38319	ENSMUSG00000102982
6	72652320	72653600	+	Gm38320	ENSMUSG00000102983
7	143124569	143124803	+	Gm38321	ENSMUSG00000102980
1	193493587	193495886	+	Gm38322	ENSMUSG00000102981
3	20787937	20788146	+	Gm38323	ENSMUSG00000102986
3	22285081	22297830	-	Gm38324	ENSMUSG00000102987
1	165493791	165495167	-	Gm38325	ENSMUSG00000103583
3	60788361	60794730	+	Gm38326	ENSMUSG00000103587
9	99241851	99243605	-	Gm38327	ENSMUSG00000103638
1	177269352	177269668	+	Gm38328	ENSMUSG00000103633
1	160727734	160728160	-	Gm38329	ENSMUSG00000103632
1	129372304	129373262	+	Gm38330	ENSMUSG00000103637
1	180145481	180148151	-	Gm38331	ENSMUSG00000103636
1	183918130	183918276	+	Gm38332	ENSMUSG00000104007
10	113996647	113997250	+	Gm38333	ENSMUSG00000104006
3	51571111	51571423	-	Gm38334	ENSMUSG00000104001
3	10022311	10025539	-	Gm38335	ENSMUSG00000104000
1	34809360	34811908	-	Gm38336	ENSMUSG00000104002
18	46112661	46113259	-	Gm38337	ENSMUSG00000104009
1	80146973	80148801	-	Gm38339	ENSMUSG00000102518
7	36721846	36725853	+	Gm38340	ENSMUSG00000102516
15	25227517	25228031	-	Gm38341	ENSMUSG00000103315
1	16618560	16621539	+	Gm38342	ENSMUSG00000102457
4	47827224	47927365	-	Gm38343	ENSMUSG00000102450
9	101186556	101187908	-	Gm38344	ENSMUSG00000102452
19	37432909	37434656	-	Gm38345	ENSMUSG00000102353
9	32507745	32510383	-	Gm38346	ENSMUSG00000102352
2	4217081	4219353	+	Gm38348	ENSMUSG00000102357
13	79294878	79295339	-	Gm38349	ENSMUSG00000102355
Y	25666954	25667649	+	Gm38350	ENSMUSG00000102354
1	62247153	62249670	+	Gm38351	ENSMUSG00000102359
1	153889741	153892297	-	Gm38352	ENSMUSG00000102459
3	73329434	73470014	+	Gm38353	ENSMUSG00000102820
12	85100778	85102347	-	Gm38355	ENSMUSG00000102935
3	66907359	66907766	-	Gm38356	ENSMUSG00000103318
3	51231917	51234380	+	Gm38357	ENSMUSG00000103313
1	184695034	184695461	+	Gm38358	ENSMUSG00000103314
1	181967699	181969923	-	Gm38359	ENSMUSG00000103317
8	72429550	72429952	-	Gm3835	ENSMUSG00000083922
1	192820674	192821127	-	Gm38360	ENSMUSG00000103874
Y	18557838	18558876	-	Gm38361	ENSMUSG00000103871
3	30272322	30274385	-	Gm38362	ENSMUSG00000103870
Y	14071394	14073759	+	Gm38363	ENSMUSG00000103872
3	10309048	10309226	+	Gm38364	ENSMUSG00000103592
1	87897540	87900532	+	Gm38365	ENSMUSG00000103591
9	108530832	108532765	+	Gm38366	ENSMUSG00000103621
1	165379519	165380853	+	Gm38368	ENSMUSG00000104427
Y	19671505	19672197	-	Gm38369	ENSMUSG00000104426
7	11970947	11972933	+	Gm3836	ENSMUSG00000110049
Y	21572631	21575870	-	Gm38370	ENSMUSG00000104425
Y	22403303	22406098	-	Gm38371	ENSMUSG00000103077
1	7148110	7152137	+	Gm38372	ENSMUSG00000103509
5	132796153	132796440	+	Gm38373	ENSMUSG00000103500
1	84807158	84809190	-	Gm38374	ENSMUSG00000103505
9	96028624	96030850	+	Gm38375	ENSMUSG00000103507
1	13177462	13179714	-	Gm38376	ENSMUSG00000103506
2	69018096	69021867	+	Gm38377	ENSMUSG00000102662
14	69395504	69397771	-	Gm38378	ENSMUSG00000102660
8	120109441	120110965	+	Gm38379	ENSMUSG00000102665
1	13354483	13356730	-	Gm38380	ENSMUSG00000102664
1	168348534	168350808	-	Gm38381	ENSMUSG00000102594
1	19614269	19616767	+	Gm38382	ENSMUSG00000102597
2	24588566	24591225	+	Gm38383	ENSMUSG00000102591
8	105633750	105634871	+	Gm38384	ENSMUSG00000102593
1	3752010	3754360	+	Gm38385	ENSMUSG00000102592
2	6479690	6483110	+	Gm38386	ENSMUSG00000102599
1	66769290	66771866	-	Gm38387	ENSMUSG00000102374
1	60594807	60596236	-	Gm38388	ENSMUSG00000103215
2	34097397	34111444	-	Gm38389	ENSMUSG00000103413
X	128375907	128376971	+	Gm38390	ENSMUSG00000103504
9	92538801	92542869	-	Gm38391	ENSMUSG00000103622
3	88243380	88287210	-	Gm38392	ENSMUSG00000103766
7	59974149	60005064	-	Gm38393	ENSMUSG00000000948
1	133619940	133661318	-	Gm38394	ENSMUSG00000094410
3	113055796	113056625	-	Gm38395	ENSMUSG00000105665
13	110903499	110908280	+	Gm38397	ENSMUSG00000114472
9	83098224	83106330	+	Gm38398	ENSMUSG00000111774
1	135606447	135688105	-	Gm38399	ENSMUSG00000090399
14	11280735	11356726	-	Gm3839	ENSMUSG00000097148
10	118920381	118927143	-	Gm38403	ENSMUSG00000112854
6	127296186	127307967	-	Gm38404	ENSMUSG00000107153
7	99870666	99889358	-	Gm38405	ENSMUSG00000109002
12	10446388	10531303	+	Gm38407	ENSMUSG00000112792
14	25066904	25074444	-	Gm38408	ENSMUSG00000114924
14	67476873	67502079	+	Gm38409	ENSMUSG00000114744
3	94368612	94377245	-	Gm38411	ENSMUSG00000104669
3	104409161	104417535	+	Gm38412	ENSMUSG00000104768
5	99730854	99753973	-	Gm38413	ENSMUSG00000105218
8	36156010	36161588	+	Gm38414	ENSMUSG00000109704
8	117681622	117693198	+	Gm38416	ENSMUSG00000110151
1	58785209	58785659	+	Gm3841	ENSMUSG00000100236
13	65761225	65762513	-	Gm38428	ENSMUSG00000113712
7	11149257	11150496	-	Gm38430	ENSMUSG00000110066
9	21067514	21091997	-	Gm38431	ENSMUSG00000111497
5	106272210	106273065	+	Gm38433	ENSMUSG00000106669
7	61128039	61130684	-	Gm38451	ENSMUSG00000108917
16	86962459	87049260	-	Gm38477	ENSMUSG00000116555
14	11965446	11981223	-	Gm3848	ENSMUSG00000085883
3	34298172	34351712	-	Gm38505	ENSMUSG00000092196
3	34772075	34782346	+	Gm38509	ENSMUSG00000106519
1	119787769	119788086	+	Gm3851	ENSMUSG00000091876
1	46011757	46012020	-	Gm3852	ENSMUSG00000090682
11	88253368	88256990	+	Gm38534	ENSMUSG00000108634
15	46939070	46939886	+	Gm38541	ENSMUSG00000115495
7	6343759	6355956	+	Gm3854	ENSMUSG00000109398
17	14449571	14495791	+	Gm38551	ENSMUSG00000116801
5	119959243	119963380	+	Gm38554	ENSMUSG00000107063
10	82845733	82859008	-	Gm38560	ENSMUSG00000112375
5	71680268	71699824	-	Gm38562	ENSMUSG00000105489
15	61157869	61165735	+	Gm38563	ENSMUSG00000116498
7	25584224	25594776	+	Gm38569	ENSMUSG00000108553
8	126981593	126982232	-	Gm38574	ENSMUSG00000110648
10	85220942	85266392	-	Gm38575	ENSMUSG00000111752
11	82382796	82387340	-	Gm38577	ENSMUSG00000113710
7	69485424	69490801	-	Gm38584	ENSMUSG00000109153
8	82184799	82207535	-	Gm38590	ENSMUSG00000110045
13	78123379	78183168	-	Gm38604	ENSMUSG00000114401
16	12711317	12711579	+	Gm38619	ENSMUSG00000115968
16	12704368	12706740	+	Gm38619	ENSMUSG00000116197
15	90723648	90723996	+	Gm3861	ENSMUSG00000116136
9	120179038	120279171	+	Gm38642	ENSMUSG00000111219
9	120193089	120280327	+	Gm38642	ENSMUSG00000111360
17	25172897	25175471	-	Gm38655	ENSMUSG00000114245
9	121523575	121530805	+	Gm38661	ENSMUSG00000110814
7	30552828	30552904	+	Gm38670	ENSMUSG00000106236
8	12947941	12948070	+	Gm38671	ENSMUSG00000105030
9	36255931	36258323	-	Gm3867	ENSMUSG00000066767
5	5798197	5799942	+	Gm38697	ENSMUSG00000104952
12	23780857	23784131	-	Gm38699	ENSMUSG00000113691
6	130483189	130503581	-	Gm38706	ENSMUSG00000098212
6	88188397	88190681	-	Gm38708	ENSMUSG00000108010
6	48613973	48622357	-	Gm38804	ENSMUSG00000107640
X	102686292	102686972	-	Gm3880	ENSMUSG00000081443
6	51694309	51711081	-	Gm38811	ENSMUSG00000108145
6	67179799	67239710	-	Gm38825	ENSMUSG00000107799
6	72162849	72167707	+	Gm38832	ENSMUSG00000108371
6	81675946	81715232	-	Gm38839	ENSMUSG00000107419
4	42456965	42461867	+	Gm3883	ENSMUSG00000093909
6	81864244	81875864	-	Gm38840	ENSMUSG00000107817
6	82803769	82805083	-	Gm38843	ENSMUSG00000109556
15	92026359	92027598	-	Gm3888	ENSMUSG00000116093
8	124160073	124160684	+	Gm3889	ENSMUSG00000110482
6	127873563	127877246	-	Gm38901	ENSMUSG00000107060
16	10045759	10045965	-	Gm3890	ENSMUSG00000098170
6	134605234	134607681	-	Gm38910	ENSMUSG00000107728
4	42055152	42089708	+	Gm3892	ENSMUSG00000095348
4	42091207	42092287	+	Gm3893	ENSMUSG00000094293
7	5054472	5055000	+	Gm38941	ENSMUSG00000109549
7	6342995	6344005	-	Gm38944	ENSMUSG00000109080
7	13192117	13197215	-	Gm38947	ENSMUSG00000110365
7	15971883	15984654	+	Gm38948	ENSMUSG00000109984
14	14259338	14259638	-	Gm3895	ENSMUSG00000114556
9	37015758	37020671	+	Gm3896	ENSMUSG00000093721
7	27649426	27651059	-	Gm38973	ENSMUSG00000108592
7	29029023	29030250	+	Gm38979	ENSMUSG00000109017
9	43820947	43832658	+	Gm3898	ENSMUSG00000096322
7	36097378	36100518	+	Gm38991	ENSMUSG00000108711
7	41012039	41032619	-	Gm38997	ENSMUSG00000108364
7	67832291	67849632	-	Gm39027	ENSMUSG00000109193
7	71097047	71123594	+	Gm39033	ENSMUSG00000109161
7	78560635	78575232	-	Gm39038	ENSMUSG00000108390
7	79299025	79302926	+	Gm39041	ENSMUSG00000108460
7	83814707	83838345	+	Gm39043	ENSMUSG00000109450
7	100542338	100543180	-	Gm39059	ENSMUSG00000109123
7	117229607	117278839	+	Gm39075	ENSMUSG00000108303
7	119600840	119604780	-	Gm39078	ENSMUSG00000109478
7	127691935	127700793	+	Gm39090	ENSMUSG00000108801
7	128182379	128184096	-	Gm39091	ENSMUSG00000108531
7	129658928	129731647	+	Gm39094	ENSMUSG00000108580
7	142135336	142136034	-	Gm39115	ENSMUSG00000110091
7	142837271	142857582	-	Gm39117	ENSMUSG00000108952
7	144899313	144910085	-	Gm39119	ENSMUSG00000108977
8	3672430	3672954	+	Gm39121	ENSMUSG00000109277
8	9167517	9174793	+	Gm39128	ENSMUSG00000109064
8	10738890	10770849	+	Gm39129	ENSMUSG00000109271
7	7362898	7374624	-	Gm3912	ENSMUSG00000109654
8	11874159	11894113	+	Gm39132	ENSMUSG00000109772
8	19163520	19188015	-	Gm39139	ENSMUSG00000110542
8	25399020	25427436	+	Gm39147	ENSMUSG00000110172
8	26560461	26579802	-	Gm39149	ENSMUSG00000110222
8	30112310	30121214	-	Gm39154	ENSMUSG00000109666
8	33985914	33990524	+	Gm39157	ENSMUSG00000110663
8	34119011	34120208	-	Gm39158	ENSMUSG00000109869
8	36174140	36176047	-	Gm39164	ENSMUSG00000110321
8	46299131	46325674	+	Gm39168	ENSMUSG00000110179
8	66905997	66937826	+	Gm39185	ENSMUSG00000110468
8	72283698	72284154	-	Gm39197	ENSMUSG00000110443
16	11036674	11037331	-	Gm3919	ENSMUSG00000115911
8	78953926	79014119	+	Gm39204	ENSMUSG00000109583
8	85730816	85765095	+	Gm39214	ENSMUSG00000109754
8	94183289	94184969	+	Gm39228	ENSMUSG00000110524
14	53281075	53281509	-	Gm3922	ENSMUSG00000106165
8	97840048	97847267	+	Gm39231	ENSMUSG00000109615
8	100661909	100726355	-	Gm39232	ENSMUSG00000109769
8	108526937	108537221	-	Gm39244	ENSMUSG00000109868
15	79045599	79051176	-	Gm3924	ENSMUSG00000116287
13	75523226	75524348	-	Gm3926	ENSMUSG00000113929
8	122774035	122775423	-	Gm39271	ENSMUSG00000110716
8	79489741	79490186	-	Gm39288	ENSMUSG00000109851
X	103075919	103077225	+	Gm3928	ENSMUSG00000084341
9	21318079	21320617	-	Gm39302	ENSMUSG00000111172
9	22260102	22263289	+	Gm39307	ENSMUSG00000111205
9	26028685	26033479	-	Gm39312	ENSMUSG00000111240
9	32348682	32361738	+	Gm39317	ENSMUSG00000111056
9	35188663	35193817	+	Gm39318	ENSMUSG00000110774
X	103319111	103319565	+	Gm3931	ENSMUSG00000083711
9	42141993	42146506	+	Gm39321	ENSMUSG00000111167
9	44011735	44041059	-	Gm39323	ENSMUSG00000111229
9	44066766	44071468	-	Gm39325	ENSMUSG00000111415
9	45166985	45169946	-	Gm39327	ENSMUSG00000111811
9	46319038	46331798	+	Gm39329	ENSMUSG00000111126
9	50300784	50301817	-	Gm39336	ENSMUSG00000111359
1	138915605	138916043	-	Gm3933	ENSMUSG00000103850
9	61049009	61055819	-	Gm39348	ENSMUSG00000111180
9	65332520	65345607	+	Gm39363	ENSMUSG00000111712
9	78015018	78020703	+	Gm39375	ENSMUSG00000111335
9	79378119	79390855	-	Gm39377	ENSMUSG00000111633
9	80709995	80713723	+	Gm39380	ENSMUSG00000111717
9	83008603	83042603	+	Gm39383	ENSMUSG00000111839
9	83571560	83573289	-	Gm39384	ENSMUSG00000110950
9	84577960	84613684	+	Gm39388	ENSMUSG00000111245
11	103421736	103422062	+	Gm39397	ENSMUSG00000110636
9	94592196	94592508	+	Gm39404	ENSMUSG00000111019
1	52090635	52091066	-	Gm3940	ENSMUSG00000078291
10	112837752	112845385	+	Gm3942	ENSMUSG00000112722
9	113324251	113352369	-	Gm39436	ENSMUSG00000110784
X	103684615	103685332	+	Gm3943	ENSMUSG00000081414
9	120611654	120620299	-	Gm39456	ENSMUSG00000110760
9	120674405	120682399	+	Gm39458	ENSMUSG00000111533
9	120834363	120844936	+	Gm39459	ENSMUSG00000111720
14	54334217	54334899	+	Gm3945	ENSMUSG00000105667
9	120879697	120881972	-	Gm39460	ENSMUSG00000111528
9	121996118	122012455	+	Gm39463	ENSMUSG00000111873
9	122047088	122052647	+	Gm39464	ENSMUSG00000111785
9	122019528	122051463	-	Gm39465	ENSMUSG00000111389
9	124270358	124282139	-	Gm39469	ENSMUSG00000110834
12	74825345	74827722	+	Gm39473	ENSMUSG00000113845
7	11233147	11237022	+	Gm39481	ENSMUSG00000110112
11	78292848	78293956	-	Gm3948	ENSMUSG00000087295
X	94731399	94745359	+	Gm39526	ENSMUSG00000109459
8	128745963	128798694	-	Gm3952	ENSMUSG00000102141
9	44663928	44664716	-	Gm3953	ENSMUSG00000111326
15	74929437	74936316	+	Gm39556	ENSMUSG00000116380
11	69810965	69815298	-	Gm39566	ENSMUSG00000109737
7	8667317	8693097	-	Gm3956	ENSMUSG00000090727
6	140295463	140296456	-	Gm3961	ENSMUSG00000107572
7	8738845	8754923	-	Gm3962	ENSMUSG00000091163
13	78286637	78287084	-	Gm3963	ENSMUSG00000114383
1	63615968	63620819	+	Gm39653	ENSMUSG00000115378
1	72641188	72642963	+	Gm39662	ENSMUSG00000110712
5	122025330	122029697	+	Gm3970	ENSMUSG00000105795
7	9478413	9501500	-	Gm3972	ENSMUSG00000090352
7	7948362	7964378	-	Gm3978	ENSMUSG00000090968
11	51898966	51909624	+	Gm39822	ENSMUSG00000110618
8	32888505	32950026	-	Gm3985	ENSMUSG00000079070
2	128601765	128609630	-	Gm39929	ENSMUSG00000109931
2	85898910	85900544	-	Gm40020	ENSMUSG00000111834
3	41163048	41172663	-	Gm40038	ENSMUSG00000105258
3	41477577	41482391	-	Gm40040	ENSMUSG00000105260
3	57953655	57958225	-	Gm40055	ENSMUSG00000105003
3	104994032	105004005	+	Gm40117	ENSMUSG00000105355
7	9241087	9260423	-	Gm4011	ENSMUSG00000092561
3	108226787	108240247	+	Gm40123	ENSMUSG00000105961
12	20545201	20550720	+	Gm4012	ENSMUSG00000113820
3	133645808	133663391	-	Gm40153	ENSMUSG00000105952
3	137875925	137878126	-	Gm40155	ENSMUSG00000106629
Y	1268548	1268885	-	Gm4017	ENSMUSG00000101059
3	122293439	122303613	+	Gm40190	ENSMUSG00000105057
11	70532232	70532939	-	Gm40193	ENSMUSG00000109833
14	56173751	56207735	+	Gm4022	ENSMUSG00000114303
5	6414399	6427065	+	Gm40263	ENSMUSG00000106064
5	9034780	9061316	+	Gm40264	ENSMUSG00000114430
12	12909428	12913029	+	Gm40271	ENSMUSG00000113465
12	87618869	87622955	+	Gm4027	ENSMUSG00000092019
5	37983693	37986070	+	Gm40289	ENSMUSG00000107126
5	39307120	39313295	+	Gm40292	ENSMUSG00000107031
5	39253950	39307084	-	Gm40293	ENSMUSG00000106794
5	53546351	53547322	-	Gm40304	ENSMUSG00000107111
5	65541929	65543680	+	Gm40309	ENSMUSG00000107362
5	36762617	36766695	-	Gm40318	ENSMUSG00000115557
5	51052381	51052861	+	Gm40319	ENSMUSG00000106267
5	125361175	125370760	+	Gm40323	ENSMUSG00000104932
14	56665605	56668124	-	Gm4032	ENSMUSG00000110165
5	126503850	126504975	-	Gm40330	ENSMUSG00000104825
5	126852757	126885316	+	Gm40331	ENSMUSG00000106644
5	129500064	129501001	-	Gm40332	ENSMUSG00000104873
5	137166450	137172662	+	Gm40348	ENSMUSG00000106466
1	148937897	148938376	-	Gm4034	ENSMUSG00000099842
13	37421833	37435149	-	Gm4035	ENSMUSG00000100760
12	21624760	21630450	-	Gm4036	ENSMUSG00000113498
12	32390768	32431923	-	Gm40375	ENSMUSG00000112865
6	73223050	73225064	+	Gm40377	ENSMUSG00000107440
12	33900358	33928456	-	Gm40383	ENSMUSG00000114082
12	36264925	36291051	+	Gm40392	ENSMUSG00000113832
12	36877965	36903033	+	Gm40394	ENSMUSG00000113064
6	68734181	68734661	-	Gm40414	ENSMUSG00000106309
12	50120309	50145236	+	Gm40418	ENSMUSG00000112353
12	50985300	51004873	-	Gm40421	ENSMUSG00000112685
9	50215079	50215715	+	Gm4042	ENSMUSG00000111589
12	70729174	70825345	-	Gm40437	ENSMUSG00000113900
12	71355441	71498711	+	Gm40438	ENSMUSG00000113441
7	128487945	128500187	-	Gm40457	ENSMUSG00000108626
6	66746017	66746326	+	Gm4045	ENSMUSG00000108231
7	142240344	142241078	-	Gm40460	ENSMUSG00000110324
8	20001099	20008736	+	Gm40466	ENSMUSG00000110649
12	85429110	85436249	-	Gm40477	ENSMUSG00000113940
8	38659763	38671066	+	Gm40493	ENSMUSG00000110236
9	41886512	41890604	-	Gm40513	ENSMUSG00000111726
9	48132504	48158965	-	Gm40518	ENSMUSG00000110924
13	72350221	72350671	+	Gm4052	ENSMUSG00000113594
12	90399667	90408824	-	Gm40538	ENSMUSG00000113001
12	92010419	92012411	+	Gm40548	ENSMUSG00000113236
12	97312849	97315853	+	Gm40552	ENSMUSG00000112598
12	100237754	100242444	-	Gm40557	ENSMUSG00000113362
12	110225515	110236362	-	Gm40576	ENSMUSG00000113193
12	111450405	111500840	-	Gm40578	ENSMUSG00000113029
13	72472202	72472569	-	Gm4057	ENSMUSG00000113858
12	92160893	92161439	-	Gm40598	ENSMUSG00000113643
13	84973712	84974317	-	Gm4059	ENSMUSG00000114338
10	14296921	14324756	+	Gm40603	ENSMUSG00000112679
10	15697996	15760012	-	Gm40604	ENSMUSG00000112800
10	21177627	21189182	-	Gm40608	ENSMUSG00000110967
10	24123214	24132480	-	Gm40614	ENSMUSG00000085451
10	25298609	25306432	+	Gm40617	ENSMUSG00000112352
10	29366740	29374945	+	Gm40621	ENSMUSG00000111646
10	43740114	43743087	-	Gm40634	ENSMUSG00000111377
10	44902558	44943294	-	Gm40638	ENSMUSG00000110898
10	45024302	45028152	+	Gm40639	ENSMUSG00000110891
10	51489530	51522447	-	Gm40645	ENSMUSG00000112766
10	51863852	51970291	-	Gm40646	ENSMUSG00000112659
10	53181180	53220463	+	Gm40649	ENSMUSG00000112376
Y	2785165	2796205	-	Gm4064	ENSMUSG00000102053
10	57117222	57157621	+	Gm40652	ENSMUSG00000112345
13	3273235	3282998	+	Gm40653	ENSMUSG00000113271
13	3825519	3843909	+	Gm40655	ENSMUSG00000114091
13	4643907	4749064	+	Gm40658	ENSMUSG00000113717
10	118803719	118805290	-	Gm4065	ENSMUSG00000112198
13	5454909	5560329	+	Gm40660	ENSMUSG00000114098
13	6995654	7076316	-	Gm40662	ENSMUSG00000114017
13	7139127	7175925	-	Gm40663	ENSMUSG00000113241
13	85025098	85025436	-	Gm4066	ENSMUSG00000114313
10	69312139	69315376	+	Gm40685	ENSMUSG00000112798
10	70830755	70837863	+	Gm40689	ENSMUSG00000112870
10	75034345	75035027	+	Gm40692	ENSMUSG00000112136
10	78352474	78355709	+	Gm40709	ENSMUSG00000112641
7	105895139	105953967	-	Gm4070	ENSMUSG00000078606
10	83344513	83351079	+	Gm40723	ENSMUSG00000112134
7	8009397	8035143	-	Gm4073	ENSMUSG00000094736
10	111337124	111347185	+	Gm40761	ENSMUSG00000112246
10	113551631	113562763	-	Gm40765	ENSMUSG00000112087
13	85126550	85127514	-	Gm4076	ENSMUSG00000096449
10	117408872	117413904	-	Gm40770	ENSMUSG00000112796
10	117864670	117868075	+	Gm40773	ENSMUSG00000112458
10	119409879	119411222	-	Gm40778	ENSMUSG00000111972
10	121488986	121490147	+	Gm40787	ENSMUSG00000112539
10	126663998	126674452	+	Gm40797	ENSMUSG00000112208
10	113730050	113730302	-	Gm40810	ENSMUSG00000112438
1	56976803	56978640	+	Gm4081	ENSMUSG00000104310
13	21477615	21485049	-	Gm40828	ENSMUSG00000114702
7	119301257	119301707	-	Gm4083	ENSMUSG00000108921
13	28394453	28420066	-	Gm40841	ENSMUSG00000113216
12	18853840	18906503	+	Gm40847	ENSMUSG00000113778
12	18387755	18388078	+	Gm40848	ENSMUSG00000113402
